Id,Price
4567,161740.18087952986
5925,117959.16434727146
960,151282.45384803409
3848,101821.5609587625
746,201014.70520610744
868,328733.6533681437
672,118757.22856627032
2471,195458.96859539812
4510,127772.39769421898
8354,256337.82071739068
6393,174632.09105970006
13270,228571.76880664125
5250,329031.16734825977
16751,166849.25669272934
11404,134587.29213727656
10588,325838.84409654717
14925,197436.70284693883
6791,204163.99878664844
16097,180765.16212547978
16428,371941.51895555377
6945,356159.78108937264
3190,185157.04999710008
15709,414524.7803706397
13155,156270.97315920694
7675,202184.4235980522
14686,227054.9931446551
609,166354.0771118282
11155,146056.10079018632
10869,190654.5908575584
15742,186486.58209310175
9245,193349.77080105778
3340,186819.41080690036
2359,280330.68129178643
8070,196475.29875795706
13707,137841.61730606176
16079,249997.4242084932
15937,254636.61211187995
14090,171021.7105013447
9008,212536.7030101371
16384,171499.4850229192
11657,256505.13280928685
13151,169068.79265847176
8990,159813.63416718657
11857,186835.8829058363
1565,168179.1059225799
8174,121495.9881251194
9247,257766.3504122533
10478,215209.99985619608
15509,152354.99672612606
8306,246946.6510449344
6642,183378.6275390058
7472,195850.2063345185
15989,134133.06697901018
13682,136520.02590269208
163,322937.53158774914
7076,205075.4848405131
7478,380008.010200282
3029,179838.4383074118
1814,142018.09225124132
10057,135331.92258046032
15100,192564.74652337417
12694,225792.11513530952
6291,175499.48429828015
12603,200720.1829983397
3218,230814.36226245784
13456,129784.28946293953
10170,225473.50685228882
4530,159993.8733048508
13329,166616.780852298
4820,149175.83282237372
10896,182208.7643892516
13416,126479.43307011074
2701,222927.55085652802
11265,335095.0713093064
9189,263808.2792897725
1858,160716.08513570836
14536,241234.72062431544
6199,277594.099917645
14730,156874.5132413541
7510,244859.32275818527
15505,172564.80482567434
7446,169876.11454298065
14016,197605.01962500028
14113,121145.4211465479
8721,298026.2361480609
6193,326580.066180482
5717,183927.3334697157
5427,292835.3644567942
9520,449633.8374301812
6869,114357.84366764752
1658,158396.2896910039
6639,199933.1877642721
6283,186585.06818989775
6257,126286.35385050254
15235,174918.21867475938
902,268370.87920541584
8932,190464.56197613815
16469,387270.89346346643
2825,231238.44487865426
6450,402446.75810810097
11366,182586.27065285045
3801,349566.4136004329
11385,191891.1781278546
1079,184082.19470245583
3202,251996.52101614492
676,221933.44110076627
6185,286091.48275836767
7730,173472.5130832179
2573,184498.37029526723
10978,205903.36427736672
10962,257503.53277086472
8870,179410.2695182974
8496,181569.9683388856
5517,157339.77218484812
927,177806.93191669992
13675,180639.26289472714
1499,226946.66176555664
15536,336771.2510695359
8602,353707.5951703507
12137,411256.2805554533
9865,257588.22561063917
16353,273410.9993943307
15908,210576.16506601905
3944,191881.938233423
10359,189107.19102582408
15158,199754.4021534423
3259,244488.87989883262
7220,317819.4245437051
13843,212866.6953310292
16736,179205.80735632635
702,242955.83713750678
16401,116742.62636693502
12134,182586.5858382329
6918,226790.61105730315
11792,165733.9944699044
3798,164744.8194800099
10395,128806.52744122453
11099,138904.0179557754
7090,205756.95654833893
11260,184347.4572380886
9647,210630.30188246825
2903,373871.45410087775
2071,192954.04003891212
8604,202166.2012216521
9346,200669.2181437641
3945,196705.17516971022
3420,137105.15902416804
10842,127307.68832590558
725,163642.5582242414
13931,189537.05185028343
16330,252149.57002157834
9066,393867.587462935
3326,308976.7686528077
1556,269982.77701664576
6579,104763.0709907052
13877,156015.4180358412
9857,325955.8223709291
7302,261278.45048327243
5684,177745.74843071454
6513,234490.94072152453
11342,120244.81479497293
16561,229920.6371903182
6885,190257.11435142256
9308,169226.84008488065
2559,196074.34249193544
6648,179310.2393345454
15260,163865.68890674916
5113,179390.07663499084
16492,190112.57112560334
12034,279344.09149627114
7248,208894.0068101689
2171,199304.75209913473
10594,172424.96371686313
13241,192961.22184630542
7032,148822.07737750866
4884,170791.83993041795
903,211538.6259136478
162,166829.7728489794
6566,279841.00032969925
8249,128683.17678726945
13106,203341.80229851324
256,126399.00308793678
7976,159834.3510046847
8575,165960.08421955007
7591,271984.2839982452
3204,234647.10986173034
15804,184640.50515129764
1525,312629.8552566881
9038,203625.23446740216
13628,188901.16802567395
10016,197062.74409966712
10208,228909.31341512722
2008,196722.7671809145
13029,208677.50189618798
5099,126876.06716583355
9923,304217.59991391335
9461,122328.40935632044
11086,192965.54687120722
15057,271991.48627764656
10689,172882.41370574522
2053,219125.22509656945
16630,167900.2603602174
4985,159879.6766402031
13881,275060.08057541726
13225,190511.61348234944
5779,66767.05237696118
10262,178799.43017713682
10762,227870.01401291904
9513,196469.2563400554
11128,177414.13362361657
2074,294180.1853643744
933,191336.52485335327
2780,195966.35716772923
6594,108554.98988260953
15394,315433.6042599683
14863,140242.69029412878
6698,224921.99220631627
1611,257753.60813368435
174,179767.3580531748
5160,274222.9695272186
3295,310725.3374815109
4559,387791.9663946184
8254,174511.908565945
10228,117173.23479112514
13924,138990.27865951924
15341,242532.44556926592
4353,178507.35364046006
4334,69834.57245801248
1872,163199.59901812495
7823,167556.05242840247
310,142485.71233254595
3704,234611.85282322188
11615,304323.0968822012
6605,208072.32240940034
3381,190953.8141528415
2143,142063.44409568582
3191,260191.14304496383
13980,168142.58052846338
15613,163229.53921795238
10943,268586.29599922826
9654,154493.83327044212
16053,446311.51828961907
14931,217237.03384824362
8299,253286.81086451205
2147,176765.24619465065
11567,355134.41479690257
5905,135737.75384456743
11160,116582.76784275792
8275,146647.43125832395
16398,277638.2313314924
11229,195775.3947208074
10309,162101.33034808523
7340,277627.55650858517
7653,174255.3297021157
272,200742.66197967087
9831,227794.35747320182
5016,153438.49406901235
5968,71565.66675459399
796,253661.58855362475
12123,130611.8439994817
16629,169360.6097837517
2637,165032.02441221822
6194,214436.24302061953
6216,344430.19475316285
14346,175726.5838356747
6428,139554.22870546705
2891,228458.424423116
84,173180.09830612264
9260,218739.87949812732
15250,136276.70164020863
2348,198433.78936850998
10427,269203.3691168754
13230,237707.3320579387
1691,212984.41457944742
8803,129861.00935878514
5464,285371.1843988806
10559,122568.12082528202
16787,303344.9257565967
4278,161726.54029328498
6183,176952.63359628004
12775,172519.13040998255
10104,176489.93686092863
13663,192554.6209114439
9404,285551.1004154909
14724,210426.5764638517
10040,176516.64813477264
4646,193170.3032673889
4754,164927.51691564
3310,216650.84768824646
2003,192464.9975852413
7312,160183.35176180245
10921,224591.1907425408
13419,287004.10973726347
10105,157900.34127516137
2196,408061.9925419706
12659,230128.5511620085
4380,214115.68085514728
10847,152240.63405574975
10805,276305.50473218167
8709,103024.39980582928
8319,181431.53070295998
2215,189421.93643369377
7000,202623.86185754088
7701,104790.42699600031
9678,186133.06247673015
14026,183927.59261651925
7971,174411.58533720265
13734,147346.31291971877
16483,199862.22859718127
6150,209454.3332360816
2931,274892.42216902605
5418,184823.14131455234
1662,456320.56102163414
2441,213779.65737309793
669,129722.40500139038
7734,179091.5186235815
6010,212634.24201153935
266,138740.01871466936
632,140975.61802705986
16221,106252.45181867768
11832,175705.7589996508
5035,127479.9522046458
37,130451.17961771974
6168,185758.56227424124
11757,188173.52040719744
8086,124950.20692092602
6529,230758.0362176424
15121,189666.11989586262
13904,145988.20272768606
3711,179261.98546303323
16563,128932.55795625858
14494,175045.95967737556
3006,204674.63632837075
15299,117150.1647797017
92,286776.23843113787
8066,178624.11142560607
16071,207780.06707839118
10662,158729.295362691
3883,223331.88729962794
5511,124332.67056362955
2821,278595.3382952129
9570,199951.75787238518
4326,252030.2074216888
9251,236333.5686102708
9031,198049.37961708655
12689,193252.50238895704
16380,250128.32191392884
1053,241485.7976126954
4568,180017.19868216812
16140,120109.42020012518
14356,399138.47968468
8466,182369.37893818642
15652,142292.5686088523
3285,129234.93174950415
3198,162263.2260556239
14088,434307.73196325585
2268,125398.85692763912
15472,179667.7320393328
1203,197848.46577676106
7157,342264.4283166113
6886,182116.98452980106
5083,240707.90337936045
7467,122755.00133157469
14068,210381.9430522285
2080,182910.84743045128
10865,162041.0274312713
13516,179140.25418534197
14150,205460.30794793495
7609,109128.73362250268
2144,401871.8823155909
10357,198246.3154789327
2396,252043.56689524432
